model_key,threads,layers,units,batch,lr,momentum,decay,step,epochs,train_time_s,best_val_pct,test_acc_pct,model_path,log_path
m819_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T14,14,1,"64",128,0.1,0.92,0.99,4,60,3.7,96.00,94.34,runs/grid_20250929-061848/models/m819_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m819_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T14.train.log
m820_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T14,14,1,"64",128,0.1,0.93,0.98,4,60,5.1,96.10,94.90,runs/grid_20250929-061848/models/m820_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m820_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T14.train.log
m821_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T14,14,1,"64",128,0.1,0.93,0.985,4,60,4.4,95.90,94.50,runs/grid_20250929-061848/models/m821_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m821_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T14.train.log
m822_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T14,14,1,"64",128,0.1,0.93,0.99,4,60,3.9,96.00,94.07,runs/grid_20250929-061848/models/m822_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m822_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T14.train.log
m823_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T14,14,1,"64",128,0.1,0.94,0.98,4,60,3.7,96.20,94.09,runs/grid_20250929-061848/models/m823_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m823_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T14.train.log
m824_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T14,14,1,"64",128,0.1,0.94,0.985,4,60,3.7,96.40,94.20,runs/grid_20250929-061848/models/m824_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m824_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T14.train.log
m825_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T14,14,1,"64",128,0.1,0.94,0.99,4,60,3.8,96.40,94.26,runs/grid_20250929-061848/models/m825_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m825_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T14.train.log
m826_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T14,14,1,"64",256,0.1,0.9,0.98,4,60,7.3,95.90,94.63,runs/grid_20250929-061848/models/m826_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m826_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T14.train.log
m827_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T14,14,1,"64",256,0.1,0.9,0.985,4,60,4.4,95.80,94.50,runs/grid_20250929-061848/models/m827_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m827_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T14.train.log
m828_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T14,14,1,"64",256,0.1,0.9,0.99,4,60,4.4,95.80,94.55,runs/grid_20250929-061848/models/m828_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m828_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T14.train.log
m829_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T14,14,1,"64",256,0.1,0.91,0.98,4,60,3.6,95.80,94.23,runs/grid_20250929-061848/models/m829_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m829_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T14.train.log
m830_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T14,14,1,"64",256,0.1,0.91,0.985,4,60,3.9,95.70,94.37,runs/grid_20250929-061848/models/m830_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m830_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T14.train.log
m831_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T14,14,1,"64",256,0.1,0.91,0.99,4,60,3.9,95.80,94.45,runs/grid_20250929-061848/models/m831_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m831_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T14.train.log
m832_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T14,14,1,"64",256,0.1,0.92,0.98,4,60,3.5,95.80,94.44,runs/grid_20250929-061848/models/m832_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m832_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T14.train.log
m833_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T14,14,1,"64",256,0.1,0.92,0.985,4,60,3.5,95.80,94.44,runs/grid_20250929-061848/models/m833_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m833_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T14.train.log
m834_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T14,14,1,"64",256,0.1,0.92,0.99,4,60,3.5,95.70,94.39,runs/grid_20250929-061848/models/m834_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m834_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T14.train.log
m835_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T14,14,1,"64",256,0.1,0.93,0.98,4,60,3.4,96.30,94.31,runs/grid_20250929-061848/models/m835_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m835_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T14.train.log
m836_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T14,14,1,"64",256,0.1,0.93,0.985,4,60,3.4,96.30,94.31,runs/grid_20250929-061848/models/m836_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m836_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T14.train.log
m837_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T14,14,1,"64",256,0.1,0.93,0.99,4,60,3.4,96.40,94.32,runs/grid_20250929-061848/models/m837_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m837_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T14.train.log
m838_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T14,14,1,"64",256,0.1,0.94,0.98,4,60,3.4,96.10,94.65,runs/grid_20250929-061848/models/m838_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m838_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T14.train.log
m839_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T14,14,1,"64",256,0.1,0.94,0.985,4,60,3.4,96.10,94.59,runs/grid_20250929-061848/models/m839_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m839_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T14.train.log
m840_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T14,14,1,"64",256,0.1,0.94,0.99,4,60,3.4,96.20,94.61,runs/grid_20250929-061848/models/m840_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m840_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T14.train.log
m841_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T14,14,1,"64",512,0.1,0.9,0.98,4,60,3.6,95.50,93.63,runs/grid_20250929-061848/models/m841_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m841_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T14.train.log
m842_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T14,14,1,"64",512,0.1,0.9,0.985,4,60,3.5,95.50,93.59,runs/grid_20250929-061848/models/m842_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m842_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T14.train.log
m843_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T14,14,1,"64",512,0.1,0.9,0.99,4,60,3.5,95.50,93.64,runs/grid_20250929-061848/models/m843_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m843_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T14.train.log
m844_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T14,14,1,"64",512,0.1,0.91,0.98,4,60,3.5,95.50,93.63,runs/grid_20250929-061848/models/m844_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m844_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T14.train.log
m845_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T14,14,1,"64",512,0.1,0.91,0.985,4,60,3.5,95.50,93.64,runs/grid_20250929-061848/models/m845_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m845_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T14.train.log
m846_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T14,14,1,"64",512,0.1,0.91,0.99,4,60,3.5,95.60,93.69,runs/grid_20250929-061848/models/m846_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m846_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T14.train.log
m847_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T14,14,1,"64",512,0.1,0.92,0.98,4,60,3.2,95.50,93.85,runs/grid_20250929-061848/models/m847_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m847_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T14.train.log
m848_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T14,14,1,"64",512,0.1,0.92,0.985,4,60,3.3,95.50,93.84,runs/grid_20250929-061848/models/m848_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m848_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T14.train.log
m849_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T14,14,1,"64",512,0.1,0.92,0.99,4,60,3.5,95.60,93.79,runs/grid_20250929-061848/models/m849_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m849_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T14.train.log
m850_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T14,14,1,"64",512,0.1,0.93,0.98,4,60,3.2,95.50,94.15,runs/grid_20250929-061848/models/m850_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m850_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T14.train.log
m851_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T14,14,1,"64",512,0.1,0.93,0.985,4,60,3.3,95.40,94.08,runs/grid_20250929-061848/models/m851_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m851_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T14.train.log
m852_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T14,14,1,"64",512,0.1,0.93,0.99,4,60,3.3,95.50,94.10,runs/grid_20250929-061848/models/m852_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m852_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T14.train.log
m853_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T14,14,1,"64",512,0.1,0.94,0.98,4,60,3.3,95.60,94.13,runs/grid_20250929-061848/models/m853_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m853_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T14.train.log
m854_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T14,14,1,"64",512,0.1,0.94,0.985,4,60,3.7,95.70,93.97,runs/grid_20250929-061848/models/m854_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m854_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T14.train.log
m855_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T14,14,1,"64",512,0.1,0.94,0.99,4,60,3.3,95.60,94.12,runs/grid_20250929-061848/models/m855_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m855_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T14.train.log
m856_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T14,14,1,"128",128,0.1,0.9,0.98,4,60,13.7,96.70,95.31,runs/grid_20250929-061848/models/m856_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m856_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T14.train.log
m857_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T14,14,1,"128",128,0.1,0.9,0.985,4,60,12.3,96.60,95.28,runs/grid_20250929-061848/models/m857_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m857_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T14.train.log
m858_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T14,14,1,"128",128,0.1,0.9,0.99,4,60,14.9,96.50,95.26,runs/grid_20250929-061848/models/m858_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m858_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T14.train.log
m859_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T14,14,1,"128",128,0.1,0.91,0.98,4,60,13.4,96.90,95.19,runs/grid_20250929-061848/models/m859_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m859_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T14.train.log
m860_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T14,14,1,"128",128,0.1,0.91,0.985,4,60,15.5,96.90,95.11,runs/grid_20250929-061848/models/m860_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m860_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T14.train.log
m861_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T14,14,1,"128",128,0.1,0.91,0.99,4,60,12.7,96.90,95.23,runs/grid_20250929-061848/models/m861_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m861_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T14.train.log
m862_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T14,14,1,"128",128,0.1,0.92,0.98,4,60,12.2,97.20,95.08,runs/grid_20250929-061848/models/m862_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m862_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T14.train.log
m863_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T14,14,1,"128",128,0.1,0.92,0.985,4,60,15.6,97.20,95.04,runs/grid_20250929-061848/models/m863_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m863_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T14.train.log
m864_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T14,14,1,"128",128,0.1,0.92,0.99,4,60,13.1,97.20,95.07,runs/grid_20250929-061848/models/m864_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m864_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T14.train.log
m865_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T14,14,1,"128",128,0.1,0.93,0.98,4,60,12.1,97.30,95.28,runs/grid_20250929-061848/models/m865_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m865_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T14.train.log
m866_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T14,14,1,"128",128,0.1,0.93,0.985,4,60,13.1,97.30,95.24,runs/grid_20250929-061848/models/m866_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m866_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T14.train.log
m867_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T14,14,1,"128",128,0.1,0.93,0.99,4,60,13.1,97.20,95.09,runs/grid_20250929-061848/models/m867_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m867_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T14.train.log
m868_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T14,14,1,"128",128,0.1,0.94,0.98,4,60,17.0,96.80,95.41,runs/grid_20250929-061848/models/m868_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m868_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T14.train.log
m869_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T14,14,1,"128",128,0.1,0.94,0.985,4,60,9.4,96.60,94.93,runs/grid_20250929-061848/models/m869_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m869_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T14.train.log
m870_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T14,14,1,"128",128,0.1,0.94,0.99,4,60,10.9,96.90,95.28,runs/grid_20250929-061848/models/m870_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m870_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T14.train.log
m871_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T14,14,1,"128",256,0.1,0.9,0.98,4,60,11.4,96.10,94.74,runs/grid_20250929-061848/models/m871_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m871_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T14.train.log
m872_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T14,14,1,"128",256,0.1,0.9,0.985,4,60,11.0,96.20,94.75,runs/grid_20250929-061848/models/m872_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m872_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T14.train.log
m873_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T14,14,1,"128",256,0.1,0.9,0.99,4,60,10.1,96.20,94.83,runs/grid_20250929-061848/models/m873_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m873_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T14.train.log
m874_L1_U128_B256_lr0.1_m0.91_d0.98_s4_T14,14,1,"128",256,0.1,0.91,0.98,4,60,10.9,96.20,94.77,runs/grid_20250929-061848/models/m874_L1_U128_B256_lr0.1_m0.91_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m874_L1_U128_B256_lr0.1_m0.91_d0.98_s4_T14.train.log
m875_L1_U128_B256_lr0.1_m0.91_d0.985_s4_T14,14,1,"128",256,0.1,0.91,0.985,4,60,10.8,96.20,94.77,runs/grid_20250929-061848/models/m875_L1_U128_B256_lr0.1_m0.91_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m875_L1_U128_B256_lr0.1_m0.91_d0.985_s4_T14.train.log
m876_L1_U128_B256_lr0.1_m0.91_d0.99_s4_T14,14,1,"128",256,0.1,0.91,0.99,4,60,10.7,96.00,94.79,runs/grid_20250929-061848/models/m876_L1_U128_B256_lr0.1_m0.91_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m876_L1_U128_B256_lr0.1_m0.91_d0.99_s4_T14.train.log
m877_L1_U128_B256_lr0.1_m0.92_d0.98_s4_T14,14,1,"128",256,0.1,0.92,0.98,4,60,9.5,96.20,94.71,runs/grid_20250929-061848/models/m877_L1_U128_B256_lr0.1_m0.92_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m877_L1_U128_B256_lr0.1_m0.92_d0.98_s4_T14.train.log
m878_L1_U128_B256_lr0.1_m0.92_d0.985_s4_T14,14,1,"128",256,0.1,0.92,0.985,4,60,9.2,96.10,94.73,runs/grid_20250929-061848/models/m878_L1_U128_B256_lr0.1_m0.92_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m878_L1_U128_B256_lr0.1_m0.92_d0.985_s4_T14.train.log
m879_L1_U128_B256_lr0.1_m0.92_d0.99_s4_T14,14,1,"128",256,0.1,0.92,0.99,4,60,9.6,96.10,94.75,runs/grid_20250929-061848/models/m879_L1_U128_B256_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m879_L1_U128_B256_lr0.1_m0.92_d0.99_s4_T14.train.log
m880_L1_U128_B256_lr0.1_m0.93_d0.98_s4_T14,14,1,"128",256,0.1,0.93,0.98,4,60,10.4,96.10,94.90,runs/grid_20250929-061848/models/m880_L1_U128_B256_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m880_L1_U128_B256_lr0.1_m0.93_d0.98_s4_T14.train.log
m881_L1_U128_B256_lr0.1_m0.93_d0.985_s4_T14,14,1,"128",256,0.1,0.93,0.985,4,60,10.5,96.00,94.86,runs/grid_20250929-061848/models/m881_L1_U128_B256_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m881_L1_U128_B256_lr0.1_m0.93_d0.985_s4_T14.train.log
m882_L1_U128_B256_lr0.1_m0.93_d0.99_s4_T14,14,1,"128",256,0.1,0.93,0.99,4,60,10.3,95.90,94.88,runs/grid_20250929-061848/models/m882_L1_U128_B256_lr0.1_m0.93_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m882_L1_U128_B256_lr0.1_m0.93_d0.99_s4_T14.train.log
m883_L1_U128_B256_lr0.1_m0.94_d0.98_s4_T14,14,1,"128",256,0.1,0.94,0.98,4,60,10.0,96.20,95.01,runs/grid_20250929-061848/models/m883_L1_U128_B256_lr0.1_m0.94_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m883_L1_U128_B256_lr0.1_m0.94_d0.98_s4_T14.train.log
m884_L1_U128_B256_lr0.1_m0.94_d0.985_s4_T14,14,1,"128",256,0.1,0.94,0.985,4,60,9.6,96.10,94.98,runs/grid_20250929-061848/models/m884_L1_U128_B256_lr0.1_m0.94_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m884_L1_U128_B256_lr0.1_m0.94_d0.985_s4_T14.train.log
m885_L1_U128_B256_lr0.1_m0.94_d0.99_s4_T14,14,1,"128",256,0.1,0.94,0.99,4,60,9.7,96.30,94.99,runs/grid_20250929-061848/models/m885_L1_U128_B256_lr0.1_m0.94_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m885_L1_U128_B256_lr0.1_m0.94_d0.99_s4_T14.train.log
m886_L1_U128_B512_lr0.1_m0.9_d0.98_s4_T14,14,1,"128",512,0.1,0.9,0.98,4,60,15.1,95.80,94.48,runs/grid_20250929-061848/models/m886_L1_U128_B512_lr0.1_m0.9_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m886_L1_U128_B512_lr0.1_m0.9_d0.98_s4_T14.train.log
m887_L1_U128_B512_lr0.1_m0.9_d0.985_s4_T14,14,1,"128",512,0.1,0.9,0.985,4,60,15.2,95.80,94.52,runs/grid_20250929-061848/models/m887_L1_U128_B512_lr0.1_m0.9_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m887_L1_U128_B512_lr0.1_m0.9_d0.985_s4_T14.train.log
m888_L1_U128_B512_lr0.1_m0.9_d0.99_s4_T14,14,1,"128",512,0.1,0.9,0.99,4,60,15.1,95.80,94.53,runs/grid_20250929-061848/models/m888_L1_U128_B512_lr0.1_m0.9_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m888_L1_U128_B512_lr0.1_m0.9_d0.99_s4_T14.train.log
m889_L1_U128_B512_lr0.1_m0.91_d0.98_s4_T14,14,1,"128",512,0.1,0.91,0.98,4,60,18.3,96.00,94.72,runs/grid_20250929-061848/models/m889_L1_U128_B512_lr0.1_m0.91_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m889_L1_U128_B512_lr0.1_m0.91_d0.98_s4_T14.train.log
m890_L1_U128_B512_lr0.1_m0.91_d0.985_s4_T14,14,1,"128",512,0.1,0.91,0.985,4,60,15.8,95.90,94.62,runs/grid_20250929-061848/models/m890_L1_U128_B512_lr0.1_m0.91_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m890_L1_U128_B512_lr0.1_m0.91_d0.985_s4_T14.train.log
m891_L1_U128_B512_lr0.1_m0.91_d0.99_s4_T14,14,1,"128",512,0.1,0.91,0.99,4,60,15.8,95.90,94.67,runs/grid_20250929-061848/models/m891_L1_U128_B512_lr0.1_m0.91_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m891_L1_U128_B512_lr0.1_m0.91_d0.99_s4_T14.train.log
m892_L1_U128_B512_lr0.1_m0.92_d0.98_s4_T14,14,1,"128",512,0.1,0.92,0.98,4,60,13.3,95.70,94.39,runs/grid_20250929-061848/models/m892_L1_U128_B512_lr0.1_m0.92_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m892_L1_U128_B512_lr0.1_m0.92_d0.98_s4_T14.train.log
m893_L1_U128_B512_lr0.1_m0.92_d0.985_s4_T14,14,1,"128",512,0.1,0.92,0.985,4,60,14.7,95.80,94.67,runs/grid_20250929-061848/models/m893_L1_U128_B512_lr0.1_m0.92_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m893_L1_U128_B512_lr0.1_m0.92_d0.985_s4_T14.train.log
m894_L1_U128_B512_lr0.1_m0.92_d0.99_s4_T14,14,1,"128",512,0.1,0.92,0.99,4,60,13.0,95.70,94.43,runs/grid_20250929-061848/models/m894_L1_U128_B512_lr0.1_m0.92_d0.99_s4_T14.bin,runs/grid_20250929-061848/logs/m894_L1_U128_B512_lr0.1_m0.92_d0.99_s4_T14.train.log
m895_L1_U128_B512_lr0.1_m0.93_d0.98_s4_T14,14,1,"128",512,0.1,0.93,0.98,4,60,17.6,95.80,94.85,runs/grid_20250929-061848/models/m895_L1_U128_B512_lr0.1_m0.93_d0.98_s4_T14.bin,runs/grid_20250929-061848/logs/m895_L1_U128_B512_lr0.1_m0.93_d0.98_s4_T14.train.log
m896_L1_U128_B512_lr0.1_m0.93_d0.985_s4_T14,14,1,"128",512,0.1,0.93,0.985,4,60,16.9,95.80,94.84,runs/grid_20250929-061848/models/m896_L1_U128_B512_lr0.1_m0.93_d0.985_s4_T14.bin,runs/grid_20250929-061848/logs/m896_L1_U128_B512_lr0.1_m0.93_d0.985_s4_T14.train.log
